Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Name
2019-01-23,26000.0,26000.0,26000.0,26000.0,25288.423828125,0,053580,웹케시
2019-01-24,26000.0,26000.0,26000.0,26000.0,25288.423828125,0,053580,웹케시
2019-01-25,15850.0,17300.0,14125.0,14250.0,13860.001953125,6465910,053580,웹케시
2019-01-28,14350.0,15425.0,13750.0,15100.0,14686.73828125,1786374,053580,웹케시
2019-01-29,15175.0,15225.0,13650.0,13650.0,13276.421875,1463324,053580,웹케시
2019-01-30,13775.0,14050.0,13300.0,13575.0,13203.4755859375,816118,053580,웹케시
2019-01-31,13600.0,13725.0,12925.0,13100.0,12741.474609375,678544,053580,웹케시
2019-02-01,13100.0,13175.0,12450.0,12825.0,12474.0009765625,464580,053580,웹케시
2019-02-07,12925.0,13350.0,12400.0,13100.0,12741.474609375,471634,053580,웹케시
2019-02-08,13000.0,13300.0,12875.0,13125.0,12765.791015625,230668,053580,웹케시
2019-02-11,13200.0,13550.0,13025.0,13500.0,13130.52734375,313988,053580,웹케시
2019-02-12,13475.0,13600.0,13175.0,13175.0,12814.421875,161502,053580,웹케시
2019-02-13,13300.0,13650.0,13100.0,13500.0,13130.52734375,162642,053580,웹케시
2019-02-14,13575.0,13750.0,13275.0,13300.0,12936.0009765625,115894,053580,웹케시
2019-02-15,13500.0,13900.0,13350.0,13800.0,13422.3173828125,342530,053580,웹케시
2019-02-18,13925.0,14600.0,13900.0,14450.0,14054.5283203125,585324,053580,웹케시
2019-02-19,14550.0,14650.0,14200.0,14300.0,13908.6337890625,231424,053580,웹케시
2019-02-20,14450.0,15275.0,14150.0,15225.0,14808.3173828125,530448,053580,웹케시
2019-02-21,15300.0,16300.0,15300.0,16300.0,15853.896484375,673354,053580,웹케시
2019-02-22,16400.0,16625.0,15425.0,16075.0,15635.0546875,329332,053580,웹케시
2019-02-25,16025.0,16925.0,15675.0,16625.0,16170.0009765625,480730,053580,웹케시
2019-02-26,16675.0,16875.0,15275.0,16250.0,15805.2646484375,628160,053580,웹케시
2019-02-27,16250.0,16800.0,16050.0,16175.0,15732.3173828125,306130,053580,웹케시
2019-02-28,16025.0,16500.0,15925.0,16075.0,15635.0546875,188446,053580,웹케시
2019-03-04,16075.0,16600.0,15550.0,15550.0,15124.4228515625,247316,053580,웹케시
2019-03-05,15750.0,15750.0,14625.0,15275.0,14856.94921875,286474,053580,웹케시
2019-03-06,16500.0,18250.0,16075.0,16875.0,16413.16015625,1376736,053580,웹케시
2019-03-07,16875.0,20075.0,16825.0,19325.0,18796.109375,2025182,053580,웹케시
2019-03-08,19475.0,20000.0,18500.0,19375.0,18844.73828125,887698,053580,웹케시
2019-03-11,19350.0,20850.0,18900.0,20750.0,20182.107421875,848204,053580,웹케시
2019-03-12,20525.0,21100.0,20325.0,20675.0,20109.16015625,265070,053580,웹케시
2019-03-13,20650.0,21700.0,20525.0,20525.0,19963.263671875,471014,053580,웹케시
2019-03-14,20850.0,21325.0,20025.0,20675.0,20109.16015625,398516,053580,웹케시
2019-03-15,20725.0,21750.0,20325.0,21225.0,20644.107421875,419438,053580,웹케시
2019-03-18,21375.0,21750.0,20700.0,21150.0,20571.158203125,239446,053580,웹케시
2019-03-19,21550.0,22700.0,21150.0,22700.0,22078.73828125,472034,053580,웹케시
2019-03-20,22700.0,22850.0,21250.0,22075.0,21470.84375,375740,053580,웹케시
2019-03-21,22350.0,22350.0,20750.0,21850.0,21252.0,292326,053580,웹케시
2019-03-22,21850.0,21850.0,20800.0,21225.0,20644.107421875,161984,053580,웹케시
2019-03-25,20600.0,20925.0,19900.0,20200.0,19647.158203125,247444,053580,웹케시
2019-03-26,20700.0,21200.0,20400.0,20850.0,20279.373046875,203660,053580,웹케시
2019-03-27,20850.0,22600.0,20700.0,21750.0,21154.73828125,384392,053580,웹케시
2019-03-28,21950.0,24550.0,21825.0,23575.0,22929.79296875,778148,053580,웹케시
2019-03-29,23950.0,24350.0,22725.0,23600.0,22954.107421875,290608,053580,웹케시
2019-04-01,24500.0,25500.0,24175.0,24325.0,23659.265625,421616,053580,웹케시
2019-04-02,24450.0,25350.0,24425.0,24975.0,24291.4765625,219764,053580,웹케시
